index,geometry,road_distance
1498,POINT (121.8079024334344 16.14691805839544),
1499,POINT (121.8079024334344 16.15700234237476),
1500,POINT (121.8079024334344 16.16708662635407),
1501,POINT (121.8079024334344 16.17717091033338),
1502,POINT (121.8079024334344 16.1872551943127),
1503,POINT (121.8079024334344 16.19733947829201),
1504,POINT (121.8180212682608 16.08641235451956),
1505,POINT (121.8180212682608 16.09649663849887),0.04498452812259885
1506,POINT (121.8180212682608 16.10658092247819),
1507,POINT (121.8180212682608 16.1166652064575),
1508,POINT (121.8180212682608 16.12674949043681),
1509,POINT (121.8180212682608 16.13683377441613),
1510,POINT (121.8180212682608 16.14691805839544),
1511,POINT (121.8180212682608 16.15700234237476),
1512,POINT (121.8180212682608 16.16708662635407),
1513,POINT (121.8180212682608 16.17717091033338),
1514,POINT (121.8180212682608 16.1872551943127),
1515,POINT (121.8180212682608 16.19733947829201),
1516,POINT (121.8180212682608 16.20742376227133),
1517,POINT (121.8281401030872 16.09649663849887),
1518,POINT (121.8281401030872 16.10658092247819),
1519,POINT (121.8281401030872 16.1166652064575),
1520,POINT (121.8281401030872 16.12674949043681),
1521,POINT (121.8281401030872 16.13683377441613),
1522,POINT (121.8281401030872 16.14691805839544),
1523,POINT (121.8281401030872 16.15700234237476),
1524,POINT (121.8281401030872 16.16708662635407),
1525,POINT (121.8281401030872 16.17717091033338),
1526,POINT (121.8281401030872 16.1872551943127),
1527,POINT (121.8281401030872 16.19733947829201),
1528,POINT (121.8281401030872 16.20742376227133),
1529,POINT (121.8281401030872 16.21750804625064),
1530,POINT (121.8382589379137 16.09649663849887),
1531,POINT (121.8382589379137 16.10658092247819),0.019145740277522773
1532,POINT (121.8382589379137 16.1166652064575),
1533,POINT (121.8382589379137 16.12674949043681),
1534,POINT (121.8382589379137 16.13683377441613),
1535,POINT (121.8382589379137 16.14691805839544),
1536,POINT (121.8382589379137 16.15700234237476),
1537,POINT (121.8382589379137 16.16708662635407),
1538,POINT (121.8382589379137 16.17717091033338),
1539,POINT (121.8382589379137 16.1872551943127),
1540,POINT (121.8382589379137 16.19733947829201),
1541,POINT (121.8382589379137 16.20742376227133),
1542,POINT (121.8382589379137 16.21750804625064),
1543,POINT (121.8382589379137 16.22759233022995),
1544,POINT (121.8483777727401 16.10658092247819),
1545,POINT (121.8483777727401 16.1166652064575),
1546,POINT (121.8483777727401 16.12674949043681),
1547,POINT (121.8483777727401 16.13683377441613),
1548,POINT (121.8483777727401 16.14691805839544),
1549,POINT (121.8483777727401 16.15700234237476),
1550,POINT (121.8483777727401 16.16708662635407),
1551,POINT (121.8483777727401 16.17717091033338),
1552,POINT (121.8483777727401 16.1872551943127),
1553,POINT (121.8483777727401 16.19733947829201),
1554,POINT (121.8483777727401 16.20742376227133),
1555,POINT (121.8483777727401 16.21750804625064),
1556,POINT (121.8483777727401 16.22759233022995),
1557,POINT (121.8483777727401 16.23767661420927),
1558,POINT (121.8584966075665 16.1166652064575),0.04897889629241404
1559,POINT (121.8584966075665 16.12674949043681),
1560,POINT (121.8584966075665 16.13683377441613),
1561,POINT (121.8584966075665 16.14691805839544),
1562,POINT (121.8584966075665 16.15700234237476),
1563,POINT (121.8584966075665 16.16708662635407),
1564,POINT (121.8584966075665 16.17717091033338),
1565,POINT (121.8584966075665 16.1872551943127),
1566,POINT (121.8584966075665 16.19733947829201),
1567,POINT (121.8584966075665 16.20742376227133),
1568,POINT (121.8584966075665 16.21750804625064),
1569,POINT (121.8584966075665 16.22759233022995),
1570,POINT (121.8584966075665 16.23767661420927),
1571,POINT (121.8584966075665 16.24776089818858),
1572,POINT (121.8686154423929 16.12674949043681),
1573,POINT (121.8686154423929 16.13683377441613),
1574,POINT (121.8686154423929 16.14691805839544),
1575,POINT (121.8686154423929 16.15700234237476),
1576,POINT (121.8686154423929 16.16708662635407),
1577,POINT (121.8686154423929 16.17717091033338),
1578,POINT (121.8686154423929 16.1872551943127),
1579,POINT (121.8686154423929 16.19733947829201),
1580,POINT (121.8686154423929 16.20742376227133),
1581,POINT (121.8686154423929 16.21750804625064),
1582,POINT (121.8686154423929 16.22759233022995),
1583,POINT (121.8686154423929 16.23767661420927),
1584,POINT (121.8686154423929 16.24776089818858),
1585,POINT (121.8686154423929 16.2578451821679),
1586,POINT (121.8787342772193 16.12674949043681),0.006723803546097554
1587,POINT (121.8787342772193 16.13683377441613),0.06045904993256742
1588,POINT (121.8787342772193 16.14691805839544),
1589,POINT (121.8787342772193 16.15700234237476),
1590,POINT (121.8787342772193 16.16708662635407),
1591,POINT (121.8787342772193 16.17717091033338),
1592,POINT (121.8787342772193 16.1872551943127),
1593,POINT (121.8787342772193 16.19733947829201),
1594,POINT (121.8787342772193 16.20742376227133),
1595,POINT (121.8787342772193 16.21750804625064),
1596,POINT (121.8787342772193 16.22759233022995),
1597,POINT (121.8787342772193 16.23767661420927),
1598,POINT (121.8787342772193 16.24776089818858),
1599,POINT (121.8787342772193 16.2578451821679),
1600,POINT (121.8787342772193 16.26792946614721),
1601,POINT (121.8888531120457 16.12674949043681),0.012794952528028184
1602,POINT (121.8888531120457 16.13683377441613),
1603,POINT (121.8888531120457 16.14691805839544),
1604,POINT (121.8888531120457 16.15700234237476),
1605,POINT (121.8888531120457 16.16708662635407),
1606,POINT (121.8888531120457 16.17717091033338),
1607,POINT (121.8888531120457 16.1872551943127),
1608,POINT (121.8888531120457 16.19733947829201),
1609,POINT (121.8888531120457 16.20742376227133),
1610,POINT (121.8888531120457 16.21750804625064),
1611,POINT (121.8888531120457 16.22759233022995),
1612,POINT (121.8888531120457 16.23767661420927),
1613,POINT (121.8888531120457 16.24776089818858),
1614,POINT (121.8888531120457 16.2578451821679),
1615,POINT (121.8888531120457 16.26792946614721),
1616,POINT (121.8888531120457 16.27801375012653),
1617,POINT (121.8989719468721 16.13683377441613),0.022332553482768205
1618,POINT (121.8989719468721 16.14691805839544),
1619,POINT (121.8989719468721 16.15700234237476),
1620,POINT (121.8989719468721 16.16708662635407),
1621,POINT (121.8989719468721 16.17717091033338),
1622,POINT (121.8989719468721 16.1872551943127),
1623,POINT (121.8989719468721 16.19733947829201),
1624,POINT (121.8989719468721 16.20742376227133),
1625,POINT (121.8989719468721 16.21750804625064),
1626,POINT (121.8989719468721 16.22759233022995),
1627,POINT (121.8989719468721 16.23767661420927),
1628,POINT (121.8989719468721 16.24776089818858),
1629,POINT (121.8989719468721 16.2578451821679),
1630,POINT (121.8989719468721 16.26792946614721),
1631,POINT (121.8989719468721 16.27801375012653),
1632,POINT (121.8989719468721 16.28809803410584),
1633,POINT (121.9090907816985 16.13683377441613),
1634,POINT (121.9090907816985 16.14691805839544),
1635,POINT (121.9090907816985 16.15700234237476),
1636,POINT (121.9090907816985 16.16708662635407),
1637,POINT (121.9090907816985 16.17717091033338),
1638,POINT (121.9090907816985 16.1872551943127),
1639,POINT (121.9090907816985 16.19733947829201),
1640,POINT (121.9090907816985 16.20742376227133),
1641,POINT (121.9090907816985 16.21750804625064),
1642,POINT (121.9090907816985 16.22759233022995),
1643,POINT (121.9090907816985 16.23767661420927),
1644,POINT (121.9090907816985 16.24776089818858),
1645,POINT (121.9090907816985 16.2578451821679),
1646,POINT (121.9090907816985 16.26792946614721),
1647,POINT (121.9090907816985 16.27801375012653),
1648,POINT (121.9090907816985 16.28809803410584),
1649,POINT (121.9090907816985 16.29818231808515),
1650,POINT (121.9090907816985 16.30826660206447),
1651,POINT (121.9192096165249 16.12674949043681),
1652,POINT (121.9192096165249 16.13683377441613),0.016138550620210957
1653,POINT (121.9192096165249 16.14691805839544),
1654,POINT (121.9192096165249 16.15700234237476),
1655,POINT (121.9192096165249 16.16708662635407),
1656,POINT (121.9192096165249 16.17717091033338),
1657,POINT (121.9192096165249 16.1872551943127),
1658,POINT (121.9192096165249 16.19733947829201),
1659,POINT (121.9192096165249 16.20742376227133),
1660,POINT (121.9192096165249 16.21750804625064),
1661,POINT (121.9192096165249 16.22759233022995),
1662,POINT (121.9192096165249 16.23767661420927),
1663,POINT (121.9192096165249 16.24776089818858),
1664,POINT (121.9192096165249 16.2578451821679),
1665,POINT (121.9192096165249 16.26792946614721),
1666,POINT (121.9192096165249 16.27801375012653),
1667,POINT (121.9192096165249 16.28809803410584),
1668,POINT (121.9192096165249 16.29818231808515),
1669,POINT (121.9192096165249 16.30826660206447),
1670,POINT (121.9192096165249 16.31835088604378),
1671,POINT (121.9293284513513 16.12674949043681),
1672,POINT (121.9293284513513 16.13683377441613),
1673,POINT (121.9293284513513 16.14691805839544),0.05186352108968055
1674,POINT (121.9293284513513 16.15700234237476),
1675,POINT (121.9293284513513 16.16708662635407),
1676,POINT (121.9293284513513 16.17717091033338),
1677,POINT (121.9293284513513 16.1872551943127),
1678,POINT (121.9293284513513 16.19733947829201),
1679,POINT (121.9293284513513 16.20742376227133),
1680,POINT (121.9293284513513 16.21750804625064),
1681,POINT (121.9293284513513 16.22759233022995),
1682,POINT (121.9293284513513 16.23767661420927),
1683,POINT (121.9293284513513 16.24776089818858),
1684,POINT (121.9293284513513 16.2578451821679),
1685,POINT (121.9293284513513 16.26792946614721),
1686,POINT (121.9293284513513 16.27801375012653),
1687,POINT (121.9293284513513 16.28809803410584),
1688,POINT (121.9293284513513 16.29818231808515),
1689,POINT (121.9293284513513 16.30826660206447),
1690,POINT (121.9293284513513 16.31835088604378),
1691,POINT (121.9293284513513 16.32843517002309),
1692,POINT (121.9394472861777 16.13683377441613),0.050638106026490146
1693,POINT (121.9394472861777 16.14691805839544),0.017117103803829362
1694,POINT (121.9394472861777 16.15700234237476),
1695,POINT (121.9394472861777 16.16708662635407),
1696,POINT (121.9394472861777 16.17717091033338),
1697,POINT (121.9394472861777 16.1872551943127),
1698,POINT (121.9394472861777 16.19733947829201),
1699,POINT (121.9394472861777 16.20742376227133),
1700,POINT (121.9394472861777 16.21750804625064),
1701,POINT (121.9394472861777 16.22759233022995),
1702,POINT (121.9394472861777 16.23767661420927),
1703,POINT (121.9394472861777 16.24776089818858),
1704,POINT (121.9394472861777 16.2578451821679),
1705,POINT (121.9394472861777 16.26792946614721),
1706,POINT (121.9394472861777 16.27801375012653),
1707,POINT (121.9394472861777 16.28809803410584),
1708,POINT (121.9394472861777 16.29818231808515),
1709,POINT (121.9394472861777 16.30826660206447),
1710,POINT (121.9394472861777 16.31835088604378),
1711,POINT (121.9394472861777 16.32843517002309),
1712,POINT (121.9394472861777 16.33851945400241),
1713,POINT (121.9495661210041 16.13683377441613),
1714,POINT (121.9495661210041 16.14691805839544),
1715,POINT (121.9495661210041 16.15700234237476),
1716,POINT (121.9495661210041 16.16708662635407),
1717,POINT (121.9495661210041 16.17717091033338),
1718,POINT (121.9495661210041 16.1872551943127),
1719,POINT (121.9495661210041 16.19733947829201),
1720,POINT (121.9495661210041 16.20742376227133),
1721,POINT (121.9495661210041 16.21750804625064),
1722,POINT (121.9495661210041 16.22759233022995),
1723,POINT (121.9495661210041 16.23767661420927),
1724,POINT (121.9495661210041 16.24776089818858),
1725,POINT (121.9495661210041 16.2578451821679),
1726,POINT (121.9495661210041 16.26792946614721),
1727,POINT (121.9495661210041 16.27801375012653),
1728,POINT (121.9495661210041 16.28809803410584),
1729,POINT (121.9495661210041 16.29818231808515),
1730,POINT (121.9495661210041 16.30826660206447),
1731,POINT (121.9495661210041 16.31835088604378),
1732,POINT (121.9495661210041 16.32843517002309),
1733,POINT (121.9495661210041 16.33851945400241),
1734,POINT (121.9495661210041 16.34860373798172),
1735,POINT (121.9596849558306 16.13683377441613),0.026634231256953973
1736,POINT (121.9596849558306 16.14691805839544),
1737,POINT (121.9596849558306 16.15700234237476),
1738,POINT (121.9596849558306 16.16708662635407),
1739,POINT (121.9596849558306 16.17717091033338),
1740,POINT (121.9596849558306 16.1872551943127),
1741,POINT (121.9596849558306 16.19733947829201),
1742,POINT (121.9596849558306 16.20742376227133),
1743,POINT (121.9596849558306 16.21750804625064),
1744,POINT (121.9596849558306 16.22759233022995),
1745,POINT (121.9596849558306 16.23767661420927),
1746,POINT (121.9596849558306 16.24776089818858),
1747,POINT (121.9596849558306 16.2578451821679),
1748,POINT (121.9596849558306 16.26792946614721),
1749,POINT (121.9596849558306 16.27801375012653),
1750,POINT (121.9596849558306 16.28809803410584),
1751,POINT (121.9596849558306 16.29818231808515),
1752,POINT (121.9596849558306 16.30826660206447),
1753,POINT (121.9596849558306 16.31835088604378),
1754,POINT (121.9596849558306 16.32843517002309),
1755,POINT (121.9596849558306 16.33851945400241),
1756,POINT (121.9596849558306 16.34860373798172),
1757,POINT (121.9596849558306 16.35868802196104),
1758,POINT (121.969803790657 16.14691805839544),
1759,POINT (121.969803790657 16.15700234237476),
1760,POINT (121.969803790657 16.16708662635407),
1761,POINT (121.969803790657 16.17717091033338),
1762,POINT (121.969803790657 16.1872551943127),
1763,POINT (121.969803790657 16.19733947829201),
1764,POINT (121.969803790657 16.20742376227133),
1765,POINT (121.969803790657 16.21750804625064),
1766,POINT (121.969803790657 16.22759233022995),
1767,POINT (121.969803790657 16.23767661420927),
1768,POINT (121.969803790657 16.24776089818858),
1769,POINT (121.969803790657 16.2578451821679),
1770,POINT (121.969803790657 16.26792946614721),
1771,POINT (121.969803790657 16.27801375012653),
1772,POINT (121.969803790657 16.28809803410584),
1773,POINT (121.969803790657 16.29818231808515),
1774,POINT (121.969803790657 16.30826660206447),
1775,POINT (121.969803790657 16.31835088604378),
1776,POINT (121.969803790657 16.32843517002309),
1777,POINT (121.969803790657 16.33851945400241),
1778,POINT (121.969803790657 16.34860373798172),
1779,POINT (121.969803790657 16.35868802196104),
1780,POINT (121.969803790657 16.36877230594035),
1781,POINT (121.9799226254834 16.15700234237476),
1782,POINT (121.9799226254834 16.16708662635407),
1783,POINT (121.9799226254834 16.17717091033338),
1784,POINT (121.9799226254834 16.1872551943127),
1785,POINT (121.9799226254834 16.19733947829201),
1786,POINT (121.9799226254834 16.20742376227133),
1787,POINT (121.9799226254834 16.21750804625064),
1788,POINT (121.9799226254834 16.22759233022995),
1789,POINT (121.9799226254834 16.23767661420927),
1790,POINT (121.9799226254834 16.24776089818858),
1791,POINT (121.9799226254834 16.2578451821679),
1792,POINT (121.9799226254834 16.26792946614721),
1793,POINT (121.9799226254834 16.27801375012653),
1794,POINT (121.9799226254834 16.28809803410584),
1795,POINT (121.9799226254834 16.29818231808515),
1796,POINT (121.9799226254834 16.30826660206447),
1797,POINT (121.9799226254834 16.31835088604378),
1798,POINT (121.9799226254834 16.32843517002309),
1799,POINT (121.9799226254834 16.33851945400241),
1800,POINT (121.9799226254834 16.34860373798172),
1801,POINT (121.9799226254834 16.35868802196104),
1802,POINT (121.9799226254834 16.36877230594035),
1803,POINT (121.9799226254834 16.37885658991966),
1804,POINT (121.9799226254834 16.38894087389898),
1805,POINT (121.9900414603098 16.16708662635407),
1806,POINT (121.9900414603098 16.17717091033338),
1807,POINT (121.9900414603098 16.1872551943127),
1808,POINT (121.9900414603098 16.19733947829201),
1809,POINT (121.9900414603098 16.20742376227133),
1810,POINT (121.9900414603098 16.21750804625064),
1811,POINT (121.9900414603098 16.22759233022995),
1812,POINT (121.9900414603098 16.23767661420927),
1813,POINT (121.9900414603098 16.24776089818858),
1814,POINT (121.9900414603098 16.2578451821679),
1815,POINT (121.9900414603098 16.26792946614721),
1816,POINT (121.9900414603098 16.27801375012653),
1817,POINT (121.9900414603098 16.28809803410584),
1818,POINT (121.9900414603098 16.29818231808515),
1819,POINT (121.9900414603098 16.30826660206447),
1820,POINT (121.9900414603098 16.31835088604378),
1821,POINT (121.9900414603098 16.32843517002309),
1822,POINT (121.9900414603098 16.33851945400241),
1823,POINT (121.9900414603098 16.34860373798172),
1824,POINT (121.9900414603098 16.35868802196104),
1825,POINT (121.9900414603098 16.36877230594035),
1826,POINT (121.9900414603098 16.37885658991966),
1827,POINT (121.9900414603098 16.38894087389898),
1828,POINT (121.9900414603098 16.39902515787829),
1829,POINT (122.0001602951362 16.03599093462299),
1830,POINT (122.0001602951362 16.0460752186023),
1831,POINT (122.0001602951362 16.17717091033338),
1832,POINT (122.0001602951362 16.1872551943127),
1833,POINT (122.0001602951362 16.19733947829201),
1834,POINT (122.0001602951362 16.20742376227133),
1835,POINT (122.0001602951362 16.21750804625064),
1836,POINT (122.0001602951362 16.22759233022995),
1837,POINT (122.0001602951362 16.23767661420927),
1838,POINT (122.0001602951362 16.24776089818858),
1839,POINT (122.0001602951362 16.2578451821679),
1840,POINT (122.0001602951362 16.26792946614721),
1841,POINT (122.0001602951362 16.27801375012653),
1842,POINT (122.0001602951362 16.28809803410584),
1843,POINT (122.0001602951362 16.29818231808515),
1844,POINT (122.0001602951362 16.30826660206447),
1845,POINT (122.0001602951362 16.31835088604378),
1846,POINT (122.0001602951362 16.32843517002309),
1847,POINT (122.0001602951362 16.33851945400241),
1848,POINT (122.0001602951362 16.34860373798172),
1849,POINT (122.0001602951362 16.35868802196104),
1850,POINT (122.0001602951362 16.36877230594035),
1851,POINT (122.0001602951362 16.37885658991966),
1852,POINT (122.0001602951362 16.38894087389898),
1853,POINT (122.0001602951362 16.39902515787829),
1854,POINT (122.0001602951362 16.40910944185761),
1855,POINT (122.0102791299626 16.0460752186023),
1856,POINT (122.0102791299626 16.05615950258162),
1857,POINT (122.0102791299626 16.06624378656093),
1858,POINT (122.0102791299626 16.17717091033338),
1859,POINT (122.0102791299626 16.1872551943127),
1860,POINT (122.0102791299626 16.19733947829201),
1861,POINT (122.0102791299626 16.20742376227133),
1862,POINT (122.0102791299626 16.21750804625064),
1863,POINT (122.0102791299626 16.22759233022995),
1864,POINT (122.0102791299626 16.23767661420927),
1865,POINT (122.0102791299626 16.24776089818858),
1866,POINT (122.0102791299626 16.2578451821679),
1867,POINT (122.0102791299626 16.26792946614721),
1868,POINT (122.0102791299626 16.27801375012653),
1869,POINT (122.0102791299626 16.28809803410584),
1870,POINT (122.0102791299626 16.29818231808515),
1871,POINT (122.0102791299626 16.30826660206447),
1872,POINT (122.0102791299626 16.31835088604378),
1873,POINT (122.0102791299626 16.32843517002309),
1874,POINT (122.0102791299626 16.33851945400241),
1875,POINT (122.0102791299626 16.34860373798172),
1876,POINT (122.0102791299626 16.35868802196104),
1877,POINT (122.0102791299626 16.36877230594035),
1878,POINT (122.0102791299626 16.37885658991966),
1879,POINT (122.0102791299626 16.38894087389898),
1880,POINT (122.0102791299626 16.39902515787829),
1881,POINT (122.0102791299626 16.40910944185761),
1882,POINT (122.0102791299626 16.41919372583692),
1883,POINT (122.020397964789 16.05615950258162),
1884,POINT (122.020397964789 16.06624378656093),
1885,POINT (122.020397964789 16.07632807054025),
1886,POINT (122.020397964789 16.08641235451956),
1887,POINT (122.020397964789 16.1872551943127),
1888,POINT (122.020397964789 16.19733947829201),
1889,POINT (122.020397964789 16.20742376227133),
1890,POINT (122.020397964789 16.21750804625064),
1891,POINT (122.020397964789 16.22759233022995),
1892,POINT (122.020397964789 16.23767661420927),
1893,POINT (122.020397964789 16.24776089818858),
1894,POINT (122.020397964789 16.2578451821679),
1895,POINT (122.020397964789 16.26792946614721),
1896,POINT (122.020397964789 16.27801375012653),
1897,POINT (122.020397964789 16.28809803410584),
1898,POINT (122.020397964789 16.29818231808515),
1899,POINT (122.020397964789 16.30826660206447),
1900,POINT (122.020397964789 16.31835088604378),
1901,POINT (122.020397964789 16.32843517002309),
1902,POINT (122.020397964789 16.33851945400241),
1903,POINT (122.020397964789 16.34860373798172),
1904,POINT (122.020397964789 16.35868802196104),
1905,POINT (122.020397964789 16.36877230594035),
1906,POINT (122.020397964789 16.37885658991966),
1907,POINT (122.020397964789 16.38894087389898),
1908,POINT (122.020397964789 16.39902515787829),
1909,POINT (122.020397964789 16.40910944185761),
1910,POINT (122.020397964789 16.41919372583692),
1911,POINT (122.020397964789 16.42927800981624),
1912,POINT (122.0305167996154 16.05615950258162),
1913,POINT (122.0305167996154 16.06624378656093),
1914,POINT (122.0305167996154 16.07632807054025),
1915,POINT (122.0305167996154 16.08641235451956),
1916,POINT (122.0305167996154 16.09649663849887),
1917,POINT (122.0305167996154 16.10658092247819),
1918,POINT (122.0305167996154 16.1872551943127),0.04255199192858638
1919,POINT (122.0305167996154 16.19733947829201),
1920,POINT (122.0305167996154 16.20742376227133),
1921,POINT (122.0305167996154 16.21750804625064),
1922,POINT (122.0305167996154 16.22759233022995),
1923,POINT (122.0305167996154 16.23767661420927),
1924,POINT (122.0305167996154 16.24776089818858),
1925,POINT (122.0305167996154 16.2578451821679),
1926,POINT (122.0305167996154 16.26792946614721),
1927,POINT (122.0305167996154 16.27801375012653),
1928,POINT (122.0305167996154 16.28809803410584),
1929,POINT (122.0305167996154 16.29818231808515),
1930,POINT (122.0305167996154 16.30826660206447),
1931,POINT (122.0305167996154 16.31835088604378),
1932,POINT (122.0305167996154 16.32843517002309),
1933,POINT (122.0305167996154 16.33851945400241),
1934,POINT (122.0305167996154 16.34860373798172),
1935,POINT (122.0305167996154 16.35868802196104),
1936,POINT (122.0305167996154 16.36877230594035),
1937,POINT (122.0305167996154 16.37885658991966),
1938,POINT (122.0305167996154 16.38894087389898),
1939,POINT (122.0305167996154 16.39902515787829),
1940,POINT (122.0305167996154 16.40910944185761),
1941,POINT (122.0305167996154 16.41919372583692),
1942,POINT (122.0305167996154 16.42927800981624),
1943,POINT (122.0305167996154 16.43936229379555),
1944,POINT (122.0406356344418 16.06624378656093),
1945,POINT (122.0406356344418 16.07632807054025),
1946,POINT (122.0406356344418 16.08641235451956),
1947,POINT (122.0406356344418 16.09649663849887),
1948,POINT (122.0406356344418 16.10658092247819),
1949,POINT (122.0406356344418 16.17717091033338),
1950,POINT (122.0406356344418 16.1872551943127),
1951,POINT (122.0406356344418 16.19733947829201),
1952,POINT (122.0406356344418 16.20742376227133),0.0022108549138293277
1953,POINT (122.0406356344418 16.21750804625064),
1954,POINT (122.0406356344418 16.22759233022995),
1955,POINT (122.0406356344418 16.23767661420927),
1956,POINT (122.0406356344418 16.24776089818858),
1957,POINT (122.0406356344418 16.2578451821679),
1958,POINT (122.0406356344418 16.26792946614721),
1959,POINT (122.0406356344418 16.27801375012653),
1960,POINT (122.0406356344418 16.28809803410584),
1961,POINT (122.0406356344418 16.29818231808515),
1962,POINT (122.0406356344418 16.30826660206447),
1963,POINT (122.0406356344418 16.31835088604378),
1964,POINT (122.0406356344418 16.32843517002309),
1965,POINT (122.0406356344418 16.33851945400241),
1966,POINT (122.0406356344418 16.34860373798172),
1967,POINT (122.0406356344418 16.35868802196104),
1968,POINT (122.0406356344418 16.36877230594035),
1969,POINT (122.0406356344418 16.37885658991966),
1970,POINT (122.0406356344418 16.38894087389898),
1971,POINT (122.0406356344418 16.39902515787829),
1972,POINT (122.0406356344418 16.40910944185761),
1973,POINT (122.0406356344418 16.41919372583692),
1974,POINT (122.0406356344418 16.42927800981624),
1975,POINT (122.0406356344418 16.43936229379555),
1976,POINT (122.0406356344418 16.44944657777486),
1977,POINT (122.0406356344418 16.45953086175418),
1978,POINT (122.0507544692682 16.07632807054025),
1979,POINT (122.0507544692682 16.08641235451956),
1980,POINT (122.0507544692682 16.09649663849887),
1981,POINT (122.0507544692682 16.10658092247819),
1982,POINT (122.0507544692682 16.1166652064575),
1983,POINT (122.0507544692682 16.1872551943127),
1984,POINT (122.0507544692682 16.19733947829201),
1985,POINT (122.0507544692682 16.20742376227133),
1986,POINT (122.0507544692682 16.21750804625064),0.011785854161524213
1987,POINT (122.0507544692682 16.22759233022995),
1988,POINT (122.0507544692682 16.23767661420927),
1989,POINT (122.0507544692682 16.24776089818858),
1990,POINT (122.0507544692682 16.2578451821679),
1991,POINT (122.0507544692682 16.26792946614721),
1992,POINT (122.0507544692682 16.27801375012653),
1993,POINT (122.0507544692682 16.28809803410584),
1994,POINT (122.0507544692682 16.29818231808515),
1995,POINT (122.0507544692682 16.30826660206447),
1996,POINT (122.0507544692682 16.31835088604378),
1997,POINT (122.0507544692682 16.32843517002309),
1998,POINT (122.0507544692682 16.33851945400241),
1999,POINT (122.0507544692682 16.34860373798172),
2000,POINT (122.0507544692682 16.35868802196104),
2001,POINT (122.0507544692682 16.36877230594035),
2002,POINT (122.0507544692682 16.37885658991966),
2003,POINT (122.0507544692682 16.38894087389898),
2004,POINT (122.0507544692682 16.39902515787829),
2005,POINT (122.0507544692682 16.40910944185761),
2006,POINT (122.0507544692682 16.41919372583692),
2007,POINT (122.0507544692682 16.42927800981624),
2008,POINT (122.0507544692682 16.43936229379555),
2009,POINT (122.0507544692682 16.44944657777486),
2010,POINT (122.0507544692682 16.45953086175418),
2011,POINT (122.0507544692682 16.46961514573349),
2012,POINT (122.0608733040946 16.08641235451956),
2013,POINT (122.0608733040946 16.09649663849887),
2014,POINT (122.0608733040946 16.10658092247819),
2015,POINT (122.0608733040946 16.1166652064575),
2016,POINT (122.0608733040946 16.12674949043681),0.01009366716008271
2017,POINT (122.0608733040946 16.19733947829201),0.039756716764661276
2018,POINT (122.0608733040946 16.20742376227133),
2019,POINT (122.0608733040946 16.21750804625064),
2020,POINT (122.0608733040946 16.22759233022995),
2021,POINT (122.0608733040946 16.23767661420927),
2022,POINT (122.0608733040946 16.24776089818858),
2023,POINT (122.0608733040946 16.2578451821679),
2024,POINT (122.0608733040946 16.26792946614721),
2025,POINT (122.0608733040946 16.27801375012653),
2026,POINT (122.0608733040946 16.28809803410584),
2027,POINT (122.0608733040946 16.29818231808515),
2028,POINT (122.0608733040946 16.30826660206447),
2029,POINT (122.0608733040946 16.31835088604378),
2030,POINT (122.0608733040946 16.32843517002309),
2031,POINT (122.0608733040946 16.33851945400241),
2032,POINT (122.0608733040946 16.34860373798172),
2033,POINT (122.0608733040946 16.35868802196104),
2034,POINT (122.0608733040946 16.36877230594035),
2035,POINT (122.0608733040946 16.37885658991966),
2036,POINT (122.0608733040946 16.38894087389898),
2037,POINT (122.0608733040946 16.39902515787829),
2038,POINT (122.0608733040946 16.40910944185761),
2039,POINT (122.0608733040946 16.41919372583692),
2040,POINT (122.0608733040946 16.42927800981624),
2041,POINT (122.0608733040946 16.43936229379555),
2042,POINT (122.0608733040946 16.44944657777486),
2043,POINT (122.0608733040946 16.45953086175418),
2044,POINT (122.0608733040946 16.46961514573349),
2045,POINT (122.0608733040946 16.47969942971281),
2046,POINT (122.070992138921 16.12674949043681),
2047,POINT (122.070992138921 16.13683377441613),
2048,POINT (122.070992138921 16.23767661420927),
2049,POINT (122.070992138921 16.24776089818858),
2050,POINT (122.070992138921 16.2578451821679),
2051,POINT (122.070992138921 16.26792946614721),
2052,POINT (122.070992138921 16.27801375012653),
2053,POINT (122.070992138921 16.28809803410584),
2054,POINT (122.070992138921 16.29818231808515),
2055,POINT (122.070992138921 16.30826660206447),
2056,POINT (122.070992138921 16.31835088604378),
2057,POINT (122.070992138921 16.32843517002309),
2058,POINT (122.070992138921 16.33851945400241),
2059,POINT (122.070992138921 16.34860373798172),
2060,POINT (122.070992138921 16.35868802196104),
2061,POINT (122.070992138921 16.36877230594035),
2062,POINT (122.070992138921 16.37885658991966),
2063,POINT (122.070992138921 16.38894087389898),
2064,POINT (122.070992138921 16.39902515787829),
2065,POINT (122.070992138921 16.40910944185761),
2066,POINT (122.070992138921 16.41919372583692),
2067,POINT (122.070992138921 16.42927800981624),
2068,POINT (122.070992138921 16.43936229379555),
2069,POINT (122.070992138921 16.44944657777486),
2070,POINT (122.070992138921 16.45953086175418),
2071,POINT (122.070992138921 16.46961514573349),
2072,POINT (122.070992138921 16.47969942971281),
2073,POINT (122.070992138921 16.48978371369212),
2074,POINT (122.0811109737475 16.13683377441613),
2075,POINT (122.0811109737475 16.14691805839544),
2076,POINT (122.0811109737475 16.24776089818858),0.019574127961737464
